Model,Frame_Count,Total_Time_s,Avg_Time_ms,P99_Time_ms,Max_Time_ms
iiwa14_7dof,2345,1.4891690154036041,0.6350400918565476,1.2304138008039442,2.6113729982171208
UR5_6dof,1881,4.224150017864304,2.245693789401544,3.2970189960906295,4.658867008402012
rokae_7dof,2312,1.4569428550457815,0.6301655947429851,1.2122389370051678,2.4859129916876554
