Model,Frame_Count,Total_Time_s,Avg_Time_ms,P99_Time_ms,Max_Time_ms
iiwa14_7dof,551,0.3141975712205749,0.5702315267161069,0.7880554985604249,1.587695995112881
UR5_6dof,551,1.2200827300548553,2.214306225144928,2.876882499549538,2.935549011453986
rokae_7dof,551,0.31310496423975565,0.5682485739378506,0.7757884959573857,1.521059006336145
